job_position,company_name,job_country,job_posting_date,Employment_type,Seniority_level,job_description
Data Scientist,Global Network Technologies,United States,2023-06-21,Other,Entry level,"Job Title - Data ScientistLocation - Remote | HybridRemote role or onsite if local. Will need to train onsite about 2 weeks but will be 1 week first and then return for another week.Cary, NC, USJob Type -Full TimeCompensation - Benefits Are AvailableRelocation - Yes, regionalJob Description -This role is W2 only .Required SkillsData collection (ex. SQL data query, Power Automate)Data transformationData analysisBusiness Intelligence Application skills; Power BI required, others encouragedEnterprise Data Lake (EDL) experience preferredAbility to communicate with both technical and process experts and non-expert stakeholdersFamiliar with Accounting or Business Administration concepts and termsPower BI required, others encouraged.Responsibility Standardized Account Reporting - Account Manager PerformanceDevelop suite of tools for Account Managers to use in developing strategy and tactics for strategic accounts and contracts. Provide visibility to the work of the Account Managers with their assigned accounts/markets and enable their ability to develop key insights to share with dealers/stakeholders.Monthly/Quarterly/Annual Performance ReportingDeliver easy-to-use, easy-to-read dashboard to tell the SABD success story both within the department and to external stakeholders in Sales & Marketing, Accounting, Dealer Development, etc. Maintain data to ensure accuracy in reporting.OPC Audit Performance DashboardSupport managers and supervisors ability to measure overall team and individual team member performance in measures such as throughput and accuracy. Identify trends in volume, bottlenecks in capacity, and opportunities for continuous improvement using performance data.OPC Dealer Experience MeasuresEnable deep-dive conversations with dealers/stakeholders through tools that can reveal SLA level, support and response provided for accounts, contracts, dealer groups, and other potential data slices. Reveal insights to support dealer education, internal process improvement, or other solutions to describe and improve experience doing business with SABD."
Healthcare Data Scientist,OptimizeRx,United States,2023-06-21,Full-time,Entry level,"About OptimizeRxHealthcare Data Scientist Job DescriptionOptimizeRx Corporation (NASDAQ:OPRX) is the best-in-class health technology company, enabling car-focused engagement between life sciences organizations, healthcare providers, and patients at critical junctures throughout the patient care journey. Connecting over 60% of US healthcare providers and millions of their patients through a proprietary point-of-care network, connectivity is facilitated via its integrated Therapy Initiation and Persistence Platform.As Healthcare Data Scientist your primary responsibility is to execute exploratory analyses on healthcare data and build AI models to support customer deliverables. You’ll work to productionalize these analyses/models in robust pieces of software. You’ll be part of an integrated team of subject-matter experts, Physicians, Data Scientists & AI engineers, and a wider group of product/technology professionals.Core ResponsibilitiesAnalyze healthcare pathways and clinical dynamics relevant to patient & physician experiences to support client-facing solutionsCombine your healthcare knowledge with business/customer needs, translating those qualitative requirements into impactful Data Science deliverablesUse healthcare data to answer practical business questions, develop predictive (AI) modeling solutions that solve customer problems, and build software components/modules to help automate workflowsCreate advanced analyses on healthcare data including but not limited to: supervised AI models, descriptive & inferential statistics, exploratory data analysis (including unsupervised learning as needed), network analysis/inference, and natural language processingCollaborate with internal & external stakeholders to define the right work to be done; structure requirements and propose timelines for analytic deliverablesCommunicate with internal & external stakeholders to present results, including data visualizationsOther duties as assignedRequirementsBachelor’s degree in a quantitative field (Computer Science, Mathematics, Engineering), or scientific field with strong math/programming coursework2+ years’ experience developing quantitative products/analyses that make meaningful business impacts – driving better product/business decisions, delivering results to clients, or embedding intelligence into software products2+ years’ experience with fundamentals of advanced analytics and Machine Learning workflows, including Exploratory Data Analysis, Model Development, Interpretation, and Deployment2+ years’ experience working with healthcare data such as electronic medical records, medical claims, prescription drug claims, affiliation data, or other life sciences commercial or clinical data1+ years' experience building AI models, including deployment in production environmentsExcellent communication skills, both written and verbal. Able to cater to both technical and non-technical audiences.Demonstrated experience with PythonPreferred Experience/KnowledgeExperience with technologies such as: R, Bash/Basic Linux, Machine Learning Frameworks (Pytorch, Tensorflow, Sklearn), SQL, AWS suite, Databricks, PySpark, OMOP, and CI/CD tooling."
Research Scientist,TRL11,United States,2023-06-22,Full-time,Mid-Senior level,"TRL11, Inc. is looking for a Research Scientist in the exciting new space imaging (and aerospace) industry. As a venture backed startup, TRL11 is at the forefront of bringing cutting edge video technology to the space economy. Based in Irvine, CA, our team is dedicated to delivering innovative solutions that enable new discoveries and breakthroughs in space.The Research Scientist will join our team and play a key role in developing and implementing research projects in the field of space imaging technology. This position provides an excellent opportunity for an individual with a deep interest in AI/ML Machine Vision, etc. analysis to work with a dynamic and innovative team.ResponsibilitiesConduct research in the field of AI/ML technologies, with an emphasis on video/image processing and analysis.Analyze video data from space missions to extract information and develop AI/ML/MV algorithms to automate analysis.Develop innovative image processing techniques to enhance the quality of video and images captured from space.Work with a team of researchers and engineers to implement algorithms and applications in software.Stay current on trends and advancements in the field of space technology.Collaborate with other teams to support project goals.RequirementsPhD in engineering, aerospace or related field.Experience conducting research in space technology, image processing, AI/ML Machine Vision or related fields.Strong programming experience in C++ or Python.Excellent analytical and problem-solving skills.Ability to work independently and in collaboration with teams.Strong communication and presentation skills.Passionate about aviation and aerospace.BenefitsHealth Care Plan (Medical, Dental & Vision)Retirement Plan (401k, IRA)Life Insurance (Basic, Voluntary & AD&D)Paid Time Off (Vacation, Sick & Public Holidays)Family Leave (Maternity, Paternity)Stock Option Plan"
Data Scientist,Experfy,United States,2023-06-07,Full-time,Entry level,"The successful candidate will have a strong background in remote sensing, with experience in Google Earth Engine using remotely-sensed imagery for mapping applications and analysis. The successful candidate will have strong programming skills, including proficiency with Python, R and Google Earth Engine (GEE). Candidate is required to have proficiency with GIS and image processing software ArcGIS.RequirementsAcquire and pre-process HLS data. UseClient's available R code for automating HLS geotiff extraction from Client's Land Processes Distributed Active Archive Center (LP DAAC) archives, based on region of interest and specified temporal range.Generate HLS NDVI time series to identify peak greenness from cloud-masked data.Further identify dates of peak greenness across various elevation bands of interest. These NDVI time series will be compared to concurrent 250m daily MODIS NDVI time series for additional validation of ESI phenological peaks. Generate code to automate the extraction of HLS image granule representing peak greenness for regions of interest. Similarly run process to identify optimal late-season imagery."
Data Scientist,Henry Ford Health,United States,2023-06-28,Full-time,Associate,"Responsible for working with business users to fully understand their needs for data science solutions; work with a variety of data sources, both internal and external, as well as structured and unstructured formats, to build analytic models utilizing machine learning techniques; perform deep dive analytics, ad hoc reporting, report automation, fee schedule processing, and dashboard creation/maintenance; partner with the IT group to ensure that the data is sourced from the right location for data science model building; develop ETL pipelines for model training, evaluation and deployment; develop and code data science programs, algorithms, and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources; interact with data engineers, business analysts and others to ensure data solutions address full needs; leverage appropriate data science techniques to drive the creation of insights from data; combine data extraction, preparation, and data cleansing with model training and evaluation using Pandas and Alteryx; develop and code data science programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources; use GitHub and similar version control system to maintain source code; interpret and communicate insights and findings from analysis and experiments for a multi-department audience using Data Visualization tools including Power BI and Tableau; utilize MS Access, MS Excel, T-SQL, Oracle SQL, Python, R, healthcare data analytics, quantitative statistical analysis, baseline/trend analysis, qualitative statistical analysis and health economics to perform duties; access data from internal databases and sources, including warehoused and pre-modeled data; server as the Tableau Subject Matter Expert (SME); accountable for the development and production support of interactive data visualizations; perform Tableau server administration for users and user groups; refresh scheduling via Server and TSC; develop dynamic websites with Microsoft SharePoint, as well as automatic registration systems with Microsoft Powerplatformp; use advanced knowledge of data warehousing and data mining principles including DataMart design, fact tables, dimension tables, data views and star schema to complete assigned tasks; stay current on data science and analytics tools, techniques, and practices; and work in an Agile/Scrum environment to write clean, reliable, and testable code that supports rapid delivery via CICD and automated deployments.Location : Detroit, Michigan and multiple undetermined worksites throughout the USEducation: Master’s Degree in Data Analytics, Data Science, Statistics, Applied Mathematics, or in a related field of study (will accept equivalent foreign degree);Training: None.Experience: None.Other Requirements: Must have completed one (1) academic semester of coursework and/or research work that included use of all the following: Python, Oracle SQL, Tableau, Power BI, MS Excel, Alteryx, MS Access, R, quantitative statistical analysis and baseline/trend analysis.Will also accept any suitable combination of education, training and/or experience."
Senior Data Scientist- Power BI and Data/Text Mining Expert,Enexus Global Inc.,United States,2023-06-08,Contract,Mid-Senior level,"Job Title: Senior Data Scientist - Power BI and Data/Text Mining ExpertRemoteW2 / C2C / 1099Duration 12+ monthsJob DescriptionWe are seeking a highly skilled and experienced Senior Data Scientist with expertise in Power BI, data mining, and Oracle Text Mining. As a key member of our data science team, you will be responsible for leveraging your deep understanding of data analysis, visualization, and mining techniques to uncover valuable insights from complex datasets. You will play a crucial role in driving data-driven decision-making across our organization and contribute to the development of cutting-edge solutions.Responsibilities Develop and implement advanced data mining techniques to extract meaningful patterns, trends, and insights from large-scale datasets. Utilize Power BI to create visually compelling and interactive dashboards and reports that effectively communicate complex data analysis results to stakeholders. Collaborate with cross-functional teams to identify business problems and develop data-driven solutions that optimize operational processes, improve decision-making, and drive business growth. Design and implement machine learning models and algorithms to solve predictive and prescriptive analytics problems. Apply natural language processing techniques and Oracle Text Mining to analyse unstructured textual data and extract relevant information. Conduct in-depth data exploration, feature engineering, and statistical analysis to identify patterns, correlations, and anomalies in datasets. Collaborate with data engineers and IT teams to ensure seamless integration of data sources and maintain data integrity throughout the analysis process. Stay up-to-date with the latest advancements in data science, Power BI, data mining, and text mining techniques, and propose innovative solutions to enhance our analytics capabilities. Mentor and provide guidance to junior data scientists, sharing best practices, and promoting a culture of continuous learning and improvement.Qualifications Bachelor's or Master's degree in Computer Science, Statistics, Mathematics, or a related field. A Ph.D. is a plus. Proven experience as a Data Scientist, working extensively with Power BI, data mining, and Oracle Text Mining. Strong proficiency in data analysis, statistical modeling, and predictive analytics techniques. Expertise in using Power BI to create interactive dashboards and reports for data visualization. Solid understanding of machine learning algorithms, natural language processing, and text mining methodologies. Proficiency in programming languages such as Python or R, along with experience in SQL for data extraction and manipulation. Excellent problem-solving skills and the ability to translate business requirements into data-driven solutions. Strong communication and presentation skills, with the ability to effectively convey complex concepts and analysis results to non-technical stakeholders. Experience working with large-scale datasets and distributed computing frameworks (e.g., Hadoop, Spark) is a plus. Familiarity with Oracle databases and SQL queries for data retrieval and analysis.Join our dynamic team and contribute your expertise in Power BI, data mining, and oracle text mining to drive actionable insights and empower data-driven decision-making across our organization."
Data scientist,E-IT,United States,2023-06-05,Contract,Mid-Senior level,"HelloGreeting from E-ITRole: Data ScienceLocation: Toledo OH/ Perrysburg OH (Onsite)Contract PositionIn This Role, You WillCollect, clean, and prepare data for analysisDevelop and implement machine learning modelsAnalyze data and identify trendsCommunicate results to stakeholdersStay up-to-date on the latest data science and machine learning techniquesQualificationsMaster's degree in data science, statistics, computer science or a related field3+ years of experience in data science or machine learningStrong programming skills in Python, R or a similar languageExperience with machine learning algorithms and techniquesExperience with data visualization toolsExcellent communication and presentation skillsAbility to work independently and as part of a teamRegards,Abdul Mazeed - Senior ExecutiveE-IT Professionals Corp17199 N Laurel Park Dr. Ste 402, Livonia, MI 48152Direct: (734) 619-7601 | Abdul@eitprofessionals.com |Fax: (734) 416-0010www.eitprofessionals.com"
Junior Data Scientist (Remote),SynergisticIT,United States,2023-07-01,Contract,Entry level,"SYNERGISTICIT is aware that the Job Market is Challenging because of Tech Layoffs. The Job market is flooded with hundreds and thousands of laid-off Jobseekers competing with existing Jobseekers. For entry-level Job seekers to get client interviews and jobs they need to differentiate themselves by ensuring they have exceptional skills and technologies to be noticed by clients.Since 2010 we have helped Jobseekers differentiate themselves by providing clients with candidates who have the requisite skills and experience to outperform at interviews and clients. Here at SynergisticIT We just don't focus on getting you a Job we make careers. All Positions are open for all visas and US citizens We at Synergisticit understand the problem of the mismatch between employer's requirements and Employee skills and that's why since 2010 we have helped thousands of candidates get jobs at technology clients like Apple, Google, and Paypal, western union, Client, visa, Walmart labs, etc., to name a few. We have an excellent reputation with the clients. Currently, we are looking for Junior Data Scientist(Remote)Who Should Apply Recent Computer Science/Engineering /Mathematics/Statistics or Science Graduates looking to make their careers in IT Industry We welcome candidates with all visas and citizens to apply. We assist in filing for STEM extension and also for H1b and Green card filing to CandidatesWe also offer Skill enhancement programs for candidates who are either missing skills or lacking Industry/Client experience with Projects and skills. Candidates have difficulty finding jobs or cracking interviews or want to improve their skill portfolio. If they are qualified with enough skills and have hands-on project work with clients then no need for skill enhancement.Candidates can benefit from skill enhancement if they fall into the below categories.Candidates who Lack Experience or are fresher with No actual Job experience with projects with clients who Have had a break in careers Lack Technical Competency or skills being demanded by clients Different visa candidates (Like OPT/H4EAD/L2EAD) who want to get employed and settle down in the USA please check the below links to see success outcomes of our candidates https://www.synergisticit.com/candidate-outcomes/Watch the below videos of us participating in Industry events with the Top companies in Technology at Oracle Cloud World/Oracle Java One (Las Vegas) and at Gartner Data Analytics Summit (Florida)Oracle Cloud World Event (OCW) Las Vegas 2022 | SynergisticIT - YouTube https://www.youtube.com/watch?v=OAFOhcGy9Z8https://www.youtube.com/watch?v=EmO7NrWHkLM https://www.youtube.com/watch?v=NVBU9RYZ6UIhttps://www.youtube.com/watch?v=Yy74yvjatVg SynergisticIT at Gartner Data and Analytics Summit 2023 - YouTubehttps://www.synergisticit.com/java-track/ https://www.synergisticit.com/data-science-track/ https://www.synergisticit.com/contact-us/If you have relevant skills and industry experience, please apply if not then candidates can opt for Skill enhancement.For getting help with interviews please visithttps://www.synergisticit.com/interview-questions/REQUIRED SKILLS For Java /Software Programmers Bachelor's degree or Master's degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, IT Highly motivated, self-learner, and technically inquisitive Experience in programming language Java and understanding of the software development life cycle Project work on the skills Knowledge of Core Java, java script, C++ or software programming Spring boot, Micro-services, Docker, Jenkins and REST API's experience Excellent written and verbal communication skillsFor data Science/Machine learningRequired Skills Bachelor's degree or Master's degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, IT Project work on the technologies needed Highly motivated, self-learner, and technically inquisitive Experience in the programming language Java and understanding of the software development life cycle Knowledge of Statistics, SAS, Python, Computer Vision, and data visualization tools Excellent written and verbal communication skillsPreferred skills: NLP, Text mining, Tableau, Power BI, Time series analysisPlease understand skills and relevant experience on real-world projects are required by clients for selection even if it's a Junior or entry-level position the additional skills and Project work with hands-on experience building projects at the client site are the only way a candidate can be picked by clients. If not having the skills or hands-on project work at the client site, candidates can opt for skill enhancement to gain the required skills and project work. No third-party candidates or c2c candidatesplease only apply to the postingNo phone calls, please. Shortlisted candidates would be reached out to."
Senior Data Scientist,Cydcor,United States,2023-06-22,Full-time,Mid-Senior level,"Job SummaryWe are seeking a talented and experienced Senior Data Scientist to join our organization. The successful candidate will be responsible for collecting and analyzing sales data from multiple campaigns, including door-to-door, retail, and business-to-business, to generate accurate and insightful forecasts of expected sales revenue. Additionally, the candidate will play a pivotal role in leading a small team of Financial Planning and Analysis (FP&A) professionals. The ideal candidate has a strong background in data analysis, statistical modeling, team management, and excellent communication and presentation skills.Responsibilities Sales Data Collection and Analysis:Collect, clean, and analyze sales data from various campaigns to identify patterns, trends, and key insights.Develop and implement data collection strategies to ensure comprehensive and accurate data acquisition.Utilize advanced statistical techniques and predictive modeling to forecast sales revenue for multiple campaigns.Collaborate with cross-functional teams, such as marketing and finance, to gather relevant data inputs for analysis. Sales Revenue Forecasting:Build robust models for analyzing expected sales revenue, sales quality, and recruiting headcount based on historical data and campaign-specific variables.Continuously refine and improve forecasting models by incorporating new data sources and leveraging industry best practices.Evaluate model performance and accuracy, and make recommendations for model enhancements and adjustments as needed.Provide clear and actionable insights to the executive team based on sales revenue forecasts, assisting in strategic decision-making.Develop and maintain financial and not financial models and tools to support sales forecasting, scenario analysis, and decision making Team Leadership:Lead and mentor a small team of FP&A professionals, providing guidance, support, and development opportunities.Set performance goals and objectives for the team, ensuring alignment with the organization's overall goals.Foster a collaborative and innovative work environment, encouraging knowledge sharing and cross-functional collaboration.Conduct regular performance evaluations and provide constructive feedback to team members, promoting their growth and development. Communication and Presentation:Prepare and deliver comprehensive reports and presentations to the executive team, summarizing sales revenue forecasts and key findings.Effectively communicate complex data-driven insights in a clear and concise manner to stakeholders at various levels of the organization.Collaborate with business partners to understand their requirements and translate them into actionable data analysis and reports.Stay up-to-date with industry trends, advancements in data science, and emerging technologies relevant to sales revenue forecasting.QualificationsMaster's degree or Ph.D. in a quantitative field such as Data Science, Statistics, Mathematics, or related disciplines. A combination of education and relevant experience will also be considered.Proven experience as a Data Scientist or similar role, with a focus on sales data analysis and forecasting.Strong proficiency in data analysis and statistical modeling, utilizing tools such as Python, R, or SQL.Proficiency in machine learning techniques and algorithms.Solid understanding of data visualization concepts and experience with visualization tools (e.g., Tableau, Power BI).Excellent leadership and team management skills, with the ability to motivate and develop a small team of professionals.Strong business acumen and the ability to translate data insights into actionable recommendations for executive decision-making.Exceptional communication and presentation skills, with the ability to convey complex concepts to non-technical stakeholders.Strong problem-solving skills, attention to detail, and the ability to work effectively in a fast-paced and dynamic environment.Six Sigma Certification preferredWorking ConditionsIn-office Tuesdays, Wednesdays, and Thursdays, work is remote the rest of the days of the week.Benefits And CompensationMedical, Dental, Vision401k401k matchBase salary starting at $145,000 + Bonus Opportunity""Cydcor will consider qualified candidates with criminal histories in a manner consistent with the law."""
Data Scientist,Incentivio,United States,2023-06-06,Full-time,Mid-Senior level,"Incentivio is unique in the restaurant tech space. Growing 250%+ YoY, Incentivio is set to break the norms of how restaurants drive guests to their business! As restaurants continue to struggle with labor shortages, 3rd party delivery economics and juggling a complex tech stack, Incentivio’s market leading data-driven engagement and analytics platform is designed to help restaurant’s reclaim their guests, data, and brand awareness while continuing to grow and thrive!Incentivio is a fast-growing startup that helps restaurants increase revenue and margins by owning the digital guest experience - from branded mobile apps to online ordering, loyalty, delivery, analytics, and much more. Our cloud-based platform allows restaurants to launch branded digital guest experiences in weeks, and our restaurant clients hail from all over North America - from Florida to Montreal and British Columbia to San Diego. We're looking for hard-working, self-motivated individuals to join our growing team (70+ team members) and help us make a difference in the restaurant industry!As the first full time member of Incentivio’s data science team, you will be responsible for the design, development and delivery of analytic solutions. In this newly created role you will serve as a liaison between business and technical teams to drive results and enhance value through improved delivery of impactful analytic insights, improved data visualization and statistical analysis. The candidate will use new technologies to develop and deliver solution-oriented products that drive innovation in our business and provide a state of the art experience for both restaurant operators and customers.Essential Job FunctionsCollaborate with key internal and external stakeholders to gather and analyze needs and requirements;Conduct analyses of the data, ranging from descriptive ad-hoc analyses to in-depth investigations and outcomes with a variety of statistical modeling approaches;Construct and deliver written reports of the analytic findings in a variety of formats (reports, PPT, including visualization of data and findings, formulate recommendations), and effectively present the results to with non-analytic audiences;Efficiently implement the models in a variety of modeling tools, striving for highly accurate models.Understand the underlying statistical concepts and computational approaches that enable efficient execution of models and may be able to design and implement modifications and enhancements to the computations.Tailor the analytic solution to the specific need and constraints of delivery timelines;Apply creativity in developing analytic solutions based on available data sources, and in representing analytic findings in reports, tools, and other media to support most effective translation and application of internal and external customers.Your experience will also consist of developing innovative analytic approaches leveraging all available internal and external data sourcesTo be considered for this challenging analytic opportunity, your experience will consist of a minimum of 5 years of analytics experience. Your experience will also consist of the following:Deep knowledge of coding in statistical packages (like Python, R and SAS) with strong quantitative skills, including relevant experience in classification, regression, cluster analysis, time series analysis, probability & statistics, and experimental designProficiency in processing large datasets (measured in hundreds of millions or billions of records) using languages like SQL & MongoDb.Experience working with a product management team to identify desired outcomes, approach, and implementationAdvanced skills and training in machine learning concepts and other quantitative research analytics such as: Ensemble Models, Neural Networks, Feature Engineering, Non-Linear Regression Analysis, Multivariate Analysis, Bayesian Methods etc.Experience working with data visualization platforms (e.g., Tableau, PowerBI and Microstrategy)Experience with cloud-based services (preferably AWS).Experience with Microsoft Office or Google Business Suite productsDemonstrated experience in working with business partners and/or clients to identify the business problem, identifying proper data, constructing analytic solutions to the business problem and then presenting the data insights along with creative recommendations;Experience in developing analytical tools, templates, and financial/statistical modelsAbility to quickly develop knowledge and understanding of new domains and underlying data sources;Experience in translating business problems across disciplines into advanced analytic projects with measurable business value.Experience with theoretical modeling approaches and matching analytic modeling approaches to a wide range of business applications.Familiarity with deep learning techniques (ANN, CNN, LSTM etc.).Good Understanding of state-of-the-art NLP techniques (language models, NER, information extraction, word embeddings etc.)Familiarity with Recommender Systems.Competent in using machine learning libraries/frameworks like scikit-learn, TensorFlow, PyTorch, HuggingFace.Experience with model evaluation, validation, and deployment techniques to ensure robust and reliable data science solutions.Familiarity with big data & distributed computing frameworks such as Hadoop, Apache Spark etc.Solid understanding of software and data engineering best practices.Preferred QualificationsDemonstrated competencies such as teamwork, creative problem solving, and flexibilityExperience with analytics restaurants and/or retailA strong curiosity to continuously learn data science techniques and toolsAbility to work within a climate of ambiguityAbility to collaborate with colleagues in multiple offices across different time zonesStrong personal organizational skillsExcellent relationship management"
Data Scientist,Steneral Consulting,United States,2023-06-05,Full-time,Entry level,"MUST HAVE-5 TO 10 YEARSMust have LinkedIn ProfileComputer Vision specialtyData ScienceModel ConstructionOverviewFM Global is a leading property insurer of the world's largest businesses, providing more than one-third of FORTUNE 1000-size companies with engineering-based risk management and property insurance solutions. FM Global helps clients maintain continuity in their business operations by drawing upon state-of-the-art loss-prevention engineering and research; risk management skills and support services; tailored risk transfer capabilities; and superior financial strength. To do so, we rely on a dynamic, culturally diverse group of employees, working in more than 100 countries, in a variety of challenging roles.We currently have an opening for a data scientist with computer vision/image processing experience. The ideal candidate will have strong experience with ML models created using Python, ability to perform analysis on use cases and identify the correct algorithm ensembles to create ML models to specification. Previous experience with the Agile SDLC methodology is preferred.As An ML Engineer You BringStrong problem-solving skillsCommitment to deliveryExcellent communication skills and a desire to collaborate openly within a fast-moving teamA deep desire to learn and apply technology in a pragmatic way to create client valueExperience designing and building systems that are maintainable, evolvable and highly testedResponsibilitiesCreate computer vision AI/ML models based on use cases identified via business needDetermine the model algorithm stack based on use case requirementsLeverage shared libraries to accelerate developmentDefine, train and score models following a common use case development pathWork cross-functionally in AI/ML team to drive continued improvement of processes and deliver the next set of improvementsPartner with other functions to drive long-term roadmap, improved capabilities, and share results/processes with the organization more broadlySkills/KnowledgeExperience working with large imagery datasets and managing these datasets for model training and scoringKnowledge of common imagery formats and their associated technical packagesExperience with deep learning using PyTorch, Tensorflow, KerasKnowledge of designing ML models to use case specificationExperience with scaling production models using containerizationFluency in Python; some experience with production pipeline coding (Java/Go/Scala)Ph. D. in Computer Science, Computational Science, or related computational field is preferredAdditional Preferred SkillsExperience working with Agile methodologies and frameworksExperience working in Azure cloud and Azure Machine Learning"
Data Scientist,Sky Ridge Medical Center,United States,2023-06-22,Full-time,Entry level,"DescriptionSalary Estimate: $81078.40 - $121617.60 / yearLearn More About The Benefits Offered For This Job.The estimate displayed represents the typical salary range of candidates hired. Factors that may be used to determine your actual salary may include your specific skills, how many years of experience you have and comparison to other employees already in this role. The typical candidate is hired below midpoint of the range.IntroductionHCA Research Institute has conducted over 300 industry-sponsored trials and enrolled more than 3,600 patients since the program's inception providing innovative approaches to clinical trial management. Since 2007, the network has grown to 20 hospital programs across the country working in collaboration with more than 325 physician investigators in multiple specialties including cardiovascular disease, neuroscience, orthopedics, robotics and women and children's services.The Data Scientist is responsible for ensuring that appropriate machine learning and statistical techniques are used which ensure the scientific validity and overall quality of outcomes research and clinical trial results.Job Summary And QualificationsProvide support and guidance on data and statistical-related issues to project teams, attend project team meetings when necessary, and be responsible for the quality, accuracy and timely completion of the assigned tasks: Provide statistical support related to the development of protocol synopses, protocols and CRFs Review Data Management documentation, to ensure that all data required for analysis purposes are captured adequately Develop statistical analysis plans (SAP) Reliably perform extraction, aggregation, and analysis of clinical, demographic and other patient data from primary sourcesPerform data review to ensure data are suitable for analysis Use formal methodologies to understand and solve complex problemsEfficiently and effectively coordinate statistical activities for multiple project simultaneously Assist in the developing, maintaining, and producing statistical programs and specifications used in creating analysis datasets, tables, listings and figures Conducts quality control of project deliverables, ensure the output meets expectations Provide statistical insight in the interpretation and discussion of study results, and provide statistical contribution to the integrated clinical study reports and publications Maintain & archive program documentation - both electronic & paper - in an appropriate manner Keeps management abreast of issues and progress on all assigned projects Maintain professional statistical standards by keeping abreast of new developments in data science. Develop training plans or materials, conduct training sessionsProvide consultation on design of data processing systems, specifying the needed output, the required input and the methods of validation and quality control. Responsible for ensuring the statistical validity and applicability by solving problems occurring in the data collection process.Administer effective statistical methodology and strategies necessary for the creation, completion, and analysis of projects and supervises the planning and designing of analytical procedures by others. Provide clinical and technical expertise, consultation, advice on statistical analysis, methods and techniques for data studies. Collaborate with other researchers in the healthcare disciplines. Responsible for project plan milestones as they relate to data, supervising analytical and technical work as needed.Rely on extensive statistical and information technology experience and judgment to plan and accomplish goals. A wide degree of creativity and latitude is expected. Assist in the development of new databases and the redesign of existing databases Prepare analysis plans and write detailed specifications for analysis files, consistency checks, tables, and figures; communicates with clients regarding statistical analysis issues. Take initiative in solving problems and offering potential solutions. Take ownership of or assist with special projects as needed. Collaborate with all functions to earn their respect as a trusted and value-driven business partner Work collaboratively with cross-functional teams and authoring physicians Work collaboratively with vendors and other external partners Represent HRI to external partners in a professional manner Monitor on-going research projects dailyCompare patient response compliance to institution's standards and implement improvement strategies when neededAssist in design and submission of new research protocolsSubmit and maintain IRB records/approvals as neededInitiate and coordinate the execution of DUAs, BAAs, and other related agreements for multi-site collaborationsConduct quality assurance reviews of electronic database management systemsOversee communication, timeline, and management related to deployment of outcomes-based research projectsWhat Qualifications You Will NeedMaster's Degree requiredHands-on experience and knowledge with SAS, R, or Python and other statistical software At least 3 years of experience in statistics and data analysis methodology including categorical data analysis, survival analysis, etc. Experience in the use of modeling and simulationKnowledgeable about clinical healthcare data, claims, pharmacy, medical devices data sourcesKnowledge of advanced statistical design and analysis, with ability to communicate statistical concepts and contribute to abstract and/or manuscript writingData science experience in clinical and outcomes research environment (Academic/ hospital/ pharmaceutical / biotechnology / CRO) Experience leading statistical activities in clinical research BenefitsThe Available Plans And Programs IncludeSky Ridge Medical Center, offers a total rewards package that supports the health, life, career and retirement of our colleagues.Comprehensive medical coverage that covers many common services at no cost or for a low copay. Plans include prescription drug and behavioral health coverage as well as free telemedicine services and free AirMed medical transportation.Additional options for dental and vision benefits, life and disability coverage, flexible spending accounts, supplemental health protection plans (accident, critical illness, hospital indemnity), auto and home insurance, identity theft protection, legal counseling, long-term care coverage, moving assistance, pet insurance and more.Free counseling services and resources for emotional, physical and financial wellbeing 401(k) Plan with a 100% match on 3% to 9% of pay (based on years of service) Employee Stock Purchase Plan with 10% off HCA Healthcare stock Family support through fertility and family building benefits with Progyny and adoption assistance. Referral services for child, elder and pet care, home and auto repair, event planning and more Consumer discounts through Abenity and Consumer Discounts Retirement readiness, rollover assistance services and preferred banking partnerships Education assistance (tuition, student loan, certification support, dependent scholarships) Colleague recognition program Time Away From Work Program (paid time off, paid family leave, long- and short-term disability coverage and leaves of absence) Employee Health Assistance Fund that offers free employee-only coverage to full-time and part-time colleagues based on income.Learn More About Employee BenefitsNote: Eligibility for benefits may vary by location.Our teams are a committed, caring group of colleagues. Do you want to work as a(an) Data Scientist where your passion for creating positive patient interactions are valued? If you are dedicated to caring for the well-being of others, this could be your next opportunity. We want your knowledge and expertise!Physician Services Group is skilled in physician employment, practice and urgent care operations. We are experts in hospitalist integration, and graduate medical education. We lead more than 1,300 physician practices and 170+ urgent care centers. We are HCA Healthcare's graduate medical education leader. We provide direction for over 260 exceptional resident and fellowship programs. We focus on carrying out value-added solutions. These solutions help physicians deliver patient-centered healthcare. We support HCA Healthcare's commitment to the care and improvement of human life.HCA Healthcare has been recognized as one of the World's Most Ethical Companies® by the Ethisphere Institute more than ten times. In recent years, HCA Healthcare spent an estimated $3.7 billion in cost for the delivery of charitable care, uninsured discounts, and other uncompensated expenses.""Bricks and mortar do not make a hospital. People do.""- Dr. Thomas Frist, Sr.HCA Healthcare Co-FounderIf you are looking for an opportunity that provides satisfaction and personal growth, we encourage you to apply for our Data Scientist opening. We promptly review all applications. Highly qualified candidates will be contacted for interviews. Unlock the possibilities and apply today!We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
